#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
BGC0000135_NULL_2783	0.0000	1692	0.6974	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2784	0.0000	1215	0.7416	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2785	0.0000	1173	0.6812	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2786	0.0000	1065	0.7775	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2787	0.0000	1023	0.7458	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2788	0.0000	894	0.7204	0.0000	0	0	0	0.0000	0	0.00
BGC0000135_NULL_2789	0.0000	969	0.7420	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rplJ_2790	0.0000	576	0.6858	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rplL_2791	0.2500	384	0.6823	25.0000	96	1	0	0.6667	0	0.43
BGC0000136_NULL_2792	0.0000	1173	0.6820	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2793	0.0000	753	0.6919	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2794	0.0000	837	0.6583	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2795	0.0000	1326	0.6885	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2796	0.0000	1029	0.6706	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2797	0.0000	987	0.6657	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2798	0.0000	1185	0.6954	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2799	0.0000	1173	0.6888	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2800	0.0000	1266	0.7030	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2801	0.0000	576	0.6927	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2802	0.0000	1038	0.7177	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2803	0.0000	1023	0.7058	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2804	0.0000	1029	0.7454	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifS_2805	0.0000	969	0.7503	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifT_2806	0.0000	768	0.7201	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2807	0.0000	267	0.6479	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2808	0.0000	228	0.6623	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2809	0.0000	1191	0.6927	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifA_2810	0.0000	14208	0.7370	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifB_2811	0.0000	15183	0.7396	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifC_2812	0.0000	5292	0.7470	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifD_2813	0.0000	5187	0.7393	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifE_2814	0.0000	10242	0.7439	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifF_2815	0.0000	783	0.6782	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2816	0.0000	189	0.6561	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifG_2817	0.0000	1056	0.7519	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifH_2818	0.0000	1326	0.7481	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifI_2819	0.0000	792	0.7475	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifK_2820	0.0000	1167	0.7215	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifL_2821	0.0000	1077	0.7456	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifM_2822	0.0000	699	0.7210	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifN_2823	0.0000	708	0.7556	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifO_2824	0.0000	768	0.7096	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2825	0.0000	933	0.7320	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifP_2826	0.0000	1569	0.7094	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifQ_2827	0.0000	729	0.7078	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2828	0.0000	501	0.6846	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2829	0.0000	1212	0.6898	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2830	0.0000	1266	0.7117	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2831	0.0000	1308	0.6835	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2832	0.0000	1146	0.7086	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2833	0.0000	645	0.7023	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2834	0.0000	621	0.7037	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2835	0.0000	1293	0.7425	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2836	0.0000	1299	0.7421	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2837	0.0000	993	0.7251	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2838	0.0000	966	0.6905	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2839	0.0000	1071	0.6984	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2840	0.0000	1422	0.6962	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2841	0.0000	1506	0.7344	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2842	0.0000	1212	0.7285	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifR_2843	0.0000	780	0.7333	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2844	0.0000	1269	0.7037	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2845	0.0000	819	0.7045	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2846	0.0000	693	0.7157	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2847	0.0000	912	0.7138	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2848	0.0000	1170	0.7103	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rifJ_2849	0.0000	492	0.7215	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2850	0.0000	1215	0.7136	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_NULL_2851	0.0000	486	0.8045	0.0000	0	0	0	0.0000	0	0.00
BGC0000136_rpoB_2852	5.9797	3504	0.6675	49.0297	1718	108	106	0.6202	0	12.50
BGC0000136_rpoC_2853	3.1948	154	0.5909	93.5065	144	1	4	0.5964	3	1.73
BGC0000137_Sare_1240_2854	0.0000	309	0.7249	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1241_2855	0.0000	1932	0.6729	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1242_2856	0.0000	987	0.6920	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1243_2857	0.0000	957	0.7116	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1244_2858	0.0000	297	0.6195	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1245_2859	0.0000	1194	0.6658	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1246_2860	0.0000	15465	0.7220	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1247_2861	0.0000	15768	0.7176	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1248_2862	0.0000	5496	0.6996	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1249_2863	0.0000	5370	0.6952	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1250_2864	0.0000	10485	0.7261	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1251_2865	0.0000	777	0.6551	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1252_2866	0.0000	171	0.6901	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1253_2867	0.0000	1062	0.7072	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1254_2868	0.0000	1341	0.6980	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1255_2869	0.0000	1167	0.6872	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1256_2870	0.0000	1074	0.7263	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1257_2871	0.0000	687	0.6841	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1258_2872	0.0000	360	0.6333	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1259_2873	0.0000	1269	0.6769	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1260_2874	0.0000	1266	0.6588	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1261_2875	0.0000	195	0.7077	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1262_2876	0.0000	1242	0.6763	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1263_2877	0.0000	1164	0.6753	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1264_2878	0.0000	1308	0.6781	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1265_2879	0.0000	1350	0.7007	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1266_2880	0.0000	1011	0.6983	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1267_2881	0.0000	1443	0.6618	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1268_2882	0.0000	1593	0.7219	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1269_2883	0.0000	771	0.6952	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1270_2884	0.0000	1266	0.6596	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1271_2885	0.0000	825	0.6545	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1272_2886	0.0000	738	0.6789	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1273_2887	0.0000	912	0.6919	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1274_2888	0.0000	813	0.7417	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1275_2889	0.0000	939	0.7529	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1276_2890	0.0000	354	0.7090	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1277_2891	0.0000	432	0.6968	0.0000	0	0	0	0.0000	0	0.00
BGC0000137_Sare_1278_2892	0.0000	1572	0.7233	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimB_2893	0.0000	1897	0.7227	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimC_2894	0.0000	1128	0.7216	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimD_2895	0.0000	1650	0.6842	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimE_2896	0.0000	1383	0.6696	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimF_2897	0.0000	1059	0.6619	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimG_2898	0.0000	1263	0.6825	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimH_2899	0.0000	192	0.7188	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimA_2900	0.0000	5214	0.7493	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_orf1_2901	0.0000	1680	0.7006	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimJ_2902	0.0000	1347	0.6852	0.0000	0	0	0	0.0000	0	0.00
BGC0000138_rimK_2903	0.0000	402	0.7015	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_NULL_2904	0.0000	1146	0.7277	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkI_2905	0.0000	690	0.7536	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkH_2906	0.0000	1596	0.7293	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkA_2907	0.0000	1797	0.7390	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkB_2908	0.0000	315	0.7397	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkC_2909	0.0000	3021	0.7577	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkD_2910	0.0000	1032	0.7200	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkE_2911	0.0000	1926	0.7409	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkF_2912	0.0000	240	0.7083	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_rkG_2913	0.0000	804	0.7687	0.0000	0	0	0	0.0000	0	0.00
BGC0000140_NULL_2914	0.0000	852	0.7394	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubT1_2915	0.0000	933	0.6795	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN2_2916	0.0000	1017	0.6706	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2917	0.0000	762	0.7165	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubR1_2918	0.0000	225	0.5956	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2919	0.0000	1005	0.6806	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP6_2920	0.0000	1284	0.6711	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubA_2921	0.0000	16050	0.7346	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubR2_2922	0.0000	765	0.6810	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubR3_2923	0.0000	225	0.5689	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2924	0.0000	996	0.7058	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2925	0.0000	1566	0.7107	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2926	0.0000	996	0.7118	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2927	0.0000	624	0.7228	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubK_2928	0.0000	1161	0.7011	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubL_2929	0.0000	1095	0.7242	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubM_2930	0.0000	666	0.7222	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN_2931	0.0000	924	0.7478	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubG1_2932	0.0000	933	0.7074	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_Rub7_2933	0.0000	3291	0.6952	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2934	0.0000	843	0.6548	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN8_2935	0.0000	1272	0.7311	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN5_2936	0.0000	1236	0.6812	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN4_2937	0.0000	1122	0.6907	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubRg1_2938	0.0000	801	0.6979	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF1_2939	0.0000	798	0.6617	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF2_2940	0.0000	843	0.7236	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF_2941	0.0000	795	0.7182	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF3_2942	0.0000	1287	0.6970	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF4_2943	0.0000	1221	0.7068	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF5_2944	0.0000	1674	0.7240	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF6_2945	0.0000	1590	0.7289	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubF7_2946	0.0000	657	0.6651	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP3_2947	0.0000	813	0.6937	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2948	0.0000	1149	0.7171	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2949	0.0000	636	0.6965	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubRg2_2950	0.0000	1002	0.6846	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2951	0.0000	756	0.7103	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubB_2952	0.0000	15201	0.7485	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP1_2953	0.0000	1539	0.7394	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubC1_2954	0.0000	3954	0.7448	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubC2_2955	0.0000	1230	0.6943	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubC3_2956	0.0000	750	0.7187	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubJ_2957	0.0000	456	0.7039	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_NULL_2958	0.0000	783	0.7280	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP4_2959	0.0000	813	0.6925	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubG_2960	0.0000	1053	0.7160	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubH_2961	0.0000	1224	0.7149	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP2_2962	0.0000	1203	0.6783	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubG2_2963	0.0000	1197	0.7093	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubRg3_2964	0.0000	873	0.7205	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN7_2965	0.0000	927	0.6828	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN6_2966	0.0000	990	0.7545	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN3_2967	0.0000	1377	0.6964	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubN1_2968	0.0000	1038	0.6975	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubP5_2969	0.0000	1590	0.6616	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubC4_2970	0.0000	681	0.7048	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubC5_2971	0.0000	1260	0.6659	0.0000	0	0	0	0.0000	0	0.00
BGC0000141_rubRg4_2972	0.0000	2268	0.7002	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2757_2973	0.0000	1302	0.6959	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2758_2974	0.0000	663	0.6712	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2759_2975	0.0000	2565	0.7041	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2760_2976	0.0000	810	0.6975	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2761_2977	0.0000	2832	0.7239	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2762_2978	0.0000	333	0.6426	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2763_2979	0.0000	777	0.7053	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2764_2980	0.0000	1440	0.7271	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2765_2981	0.0000	1755	0.7111	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2766_2982	0.0000	597	0.7002	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2767_2983	0.0000	267	0.6929	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2768_2984	0.0000	21633	0.7065	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2769_2985	0.0000	228	0.7325	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2770_2986	0.0000	1188	0.6902	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2771_2987	0.0000	1347	0.7068	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2772_2988	0.0000	1257	0.7359	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2773_2989	0.0000	948	0.6951	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2774_2990	0.0000	1545	0.7275	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2775_2991	0.0000	1638	0.7179	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2776_2992	0.0000	249	0.6225	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2777_2993	0.0000	921	0.6971	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2778_2994	0.0000	11136	0.7026	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2779_2995	0.0000	4755	0.7106	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2780_2996	0.0000	9102	0.6869	0.0000	0	0	0	0.0000	0	0.00
BGC0000142_Strop_2781_2997	0.0000	10392	0.6973	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salA_2998	0.0000	5183	0.7243	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_NULL_2999	0.0000	9540	0.7255	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salRIII_3000	0.0000	696	0.7241	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salRII_3001	0.0000	2826	0.7314	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salRI_3002	0.0000	2889	0.7650	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salC_3003	0.0000	1221	0.7109	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salD_3004	0.0000	1227	0.7262	0.0000	0	0	0	0.0000	0	0.00
BGC0000143_salE_3005	0.0000	180	0.6833	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3006	0.0000	456	0.7390	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3007	0.0000	378	0.7513	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3008	0.0000	501	0.7305	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3009	0.0000	777	0.7156	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3010	0.0000	1230	0.7293	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3011	0.0000	1050	0.7181	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3012	0.0000	1449	0.7115	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3013	0.0000	1200	0.7283	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3014	0.0000	984	0.7429	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3015	0.0000	483	0.7081	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3016	0.0000	1719	0.7499	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3017	0.0000	1029	0.7075	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA1_3018	0.0000	14778	0.7505	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA2_3019	0.0000	11754	0.7546	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA3_3020	0.0000	8079	0.7407	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA4_3021	0.0000	4929	0.7462	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA5_3022	0.0000	11253	0.7499	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA6_3023	0.0000	4308	0.7442	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA7_3024	0.0000	4935	0.7461	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA8_3025	0.0000	11175	0.7579	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnA9_3026	0.0000	6939	0.7474	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnBI_3027	0.0000	387	0.6408	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnDI_3028	0.0000	798	0.7318	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnM_3029	0.0000	816	0.6642	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnE_3030	0.0000	282	0.7624	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnF_3031	0.0000	1224	0.7002	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnTI_3032	0.0000	960	0.7031	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnTII_3033	0.0000	1641	0.7453	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnBII_3034	0.0000	450	0.6222	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnBIII_3035	0.0000	462	0.6905	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnC_3036	0.0000	1455	0.7354	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnR_3037	0.0000	2721	0.7574	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_slnDII_3038	0.0000	762	0.7231	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3039	0.0000	2589	0.7574	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3040	0.0000	249	0.7149	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3041	0.0000	2568	0.7991	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3042	0.0000	1794	0.7715	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3043	0.0000	1719	0.8010	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3044	0.0000	291	0.7388	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3045	0.0000	840	0.7821	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3046	0.0000	984	0.7642	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3047	0.0000	1047	0.7077	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3048	0.0000	1170	0.7436	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3049	0.0000	1557	0.7559	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3050	0.0000	903	0.6977	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3051	0.0000	987	0.6950	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3052	0.0000	1266	0.6896	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3053	0.0000	909	0.7107	0.0000	0	0	0	0.0000	0	0.00
BGC0000144_NULL_3054	0.0000	840	0.7464	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salU_3055	0.0000	307	0.6417	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salT_3056	0.0000	804	0.6779	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salS_3057	0.0000	456	0.6469	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salRIII_3058	0.0000	1023	0.6559	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salQ_3059	0.0000	3450	0.6814	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salRII_3060	0.0000	678	0.6622	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salO_3061	0.0000	834	0.6859	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salN_3062	0.0000	780	0.6756	0.0000	0	0	0	0.0000	0	0.00
BGC0000145_salM_3063	0.0000	768	0.6615	0.0000	0	0	0	0.0000	0	0.00
